YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2020,ME,"Electric Generators, Independent Power Producers",Total,"7,625,626"
2020,ME,"Electric Generators, Independent Power Producers",Coal,0
2020,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"3,071,897"
2020,ME,"Electric Generators, Independent Power Producers",Natural Gas,"1,357,915"
2020,ME,"Electric Generators, Independent Power Producers",Other,"43,822"
2020,ME,"Electric Generators, Independent Power Producers",Petroleum,"15,566"
2020,ME,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"27,699"
2020,ME,"Electric Generators, Independent Power Producers",Other Biomass,"66,795"
2020,ME,"Electric Generators, Independent Power Producers",Wind,"2,395,141"
2020,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"646,790"
2020,ME,"Electric Generators, Electric Utilities",Total,"2,914"
2020,ME,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"2,914"
2020,MI,Total Electric Power Industry,Total,"106,624,721"
2020,MI,Total Electric Power Industry,Coal,"27,961,029"
2020,MI,Total Electric Power Industry,Pumped Storage,"-845,480"
2020,MI,Total Electric Power Industry,Hydroelectric Conventional,"1,713,341"
2020,MI,Total Electric Power Industry,Natural Gas,"36,433,839"
2020,MI,Total Electric Power Industry,Nuclear,"30,332,546"
2020,MI,Total Electric Power Industry,Other Gases,"968,649"
2020,MI,Total Electric Power Industry,Other,"135,321"
2020,MI,Total Electric Power Industry,Petroleum,"933,672"
2020,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"155,168"
2020,MI,Total Electric Power Industry,Other Biomass,"982,225"
2020,MI,Total Electric Power Industry,Wind,"6,735,092"
2020,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,119,318"
2020,MI,"Combined Heat and Power, Industrial Power",Total,"1,154,054"
2020,MI,"Combined Heat and Power, Industrial Power",Coal,"1,658"
2020,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"9,189"
2020,MI,"Combined Heat and Power, Industrial Power",Natural Gas,"416,952"
2020,MI,"Combined Heat and Power, Industrial Power",Other,"14,782"
2020,MI,"Combined Heat and Power, Industrial Power",Petroleum,"164,956"
2020,MI,"Combined Heat and Power, Industrial Power",Other Biomass,"2,768"
2020,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"543,749"
2020,MI,"Combined Heat and Power, Commercial Power",Total,"662,180"
2020,MI,"Combined Heat and Power, Commercial Power",Coal,0
2020,MI,"Combined Heat and Power, Commercial Power",Natural Gas,"559,937"
2020,MI,"Combined Heat and Power, Commercial Power",Other,"55,082"
2020,MI,"Combined Heat and Power, Commercial Power",Petroleum,"1,396"
2020,MI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,697
2020,MI,"Combined Heat and Power, Commercial Power",Other Biomass,"45,068"
2020,MI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2020,MI,"Combined Heat and Power, Electric Power",Total,"16,361,003"
2020,MI,"Combined Heat and Power, Electric Power",Coal,"370,465"
2020,MI,"Combined Heat and Power, Electric Power",Natural Gas,"15,024,406"
2020,MI,"Combined Heat and Power, Electric Power",Other Gases,"923,417"
2020,MI,"Combined Heat and Power, Electric Power",Other,"2,885"
2020,MI,"Combined Heat and Power, Electric Power",Petroleum,0
2020,MI,"Combined Heat and Power, Electric Power",Other Biomass,"10,714"
2020,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"29,117"
2020,MI,"Electric Generators, Independent Power Producers",Total,"18,626,790"
2020,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"90,046"
2020,MI,"Electric Generators, Independent Power Producers",Natural Gas,"7,285,060"
2020,MI,"Electric Generators, Independent Power Producers",Nuclear,"5,995,123"
2020,MI,"Electric Generators, Independent Power Producers",Other,"62,651"
2020,MI,"Electric Generators, Independent Power Producers",Petroleum,0
2020,MI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"65,464"
2020,MI,"Electric Generators, Independent Power Producers",Other Biomass,"923,676"
2020,MI,"Electric Generators, Independent Power Producers",Wind,"3,658,318"
2020,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"546,452"
2020,MI,"Electric Generators, Electric Utilities",Total,"69,820,694"
2020,MI,"Electric Generators, Electric Utilities",Coal,"27,588,907"
2020,MI,"Electric Generators, Electric Utilities",Pumped Storage,"-845,480"
2020,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,614,106"
2020,MI,"Electric Generators, Electric Utilities",Natural Gas,"13,147,485"
2020,MI,"Electric Generators, Electric Utilities",Nuclear,"24,337,423"
2020,MI,"Electric Generators, Electric Utilities",Other Gases,"45,232"
2020,MI,"Electric Generators, Electric Utilities",Other,-79
2020,MI,"Electric Generators, Electric Utilities",Petroleum,"767,319"
2020,MI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"89,007"
2020,MI,"Electric Generators, Electric Utilities",Wind,"3,076,774"
2020,MN,Total Electric Power Industry,Total,"56,510,143"
2020,MN,Total Electric Power Industry,Coal,"14,037,834"
2020,MN,Total Electric Power Industry,Hydroelectric Conventional,"1,001,844"
2020,MN,Total Electric Power Industry,Natural Gas,"11,814,994"
2020,MN,Total Electric Power Industry,Nuclear,"14,677,288"
2020,MN,Total Electric Power Industry,Other,"327,619"
2020,MN,Total Electric Power Industry,Petroleum,"29,964"
2020,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,633,640"
2020,MN,Total Electric Power Industry,Other Biomass,"343,528"
2020,MN,Total Electric Power Industry,Wind,"11,831,137"
2020,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,"812,294"
2020,MN,"Combined Heat and Power, Industrial Power",Total,"977,750"
2020,MN,"Combined Heat and Power, Industrial Power",Coal,"121,355"
2020,MN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"68,109"
2020,MN,"Combined Heat and Power, Industrial Power",Natural Gas,"118,819"
2020,MN,"Combined Heat and Power, Industrial Power",Other,"24,290"
2020,MN,"Combined Heat and Power, Industrial Power",Petroleum,"1,307"
2020,MN,"Combined Heat and Power, Industrial Power",Other Biomass,"4,748"
2020,MN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"639,121"
2020,MN,"Combined Heat and Power, Commercial Power",Total,"209,278"
2020,MN,"Combined Heat and Power, Commercial Power",Coal,"1,319"
2020,MN,"Combined Heat and Power, Commercial Power",Natural Gas,"97,152"
2020,MN,"Combined Heat and Power, Commercial Power",Other,"38,003"
2020,MN,"Combined Heat and Power, Commercial Power",Petroleum,"3,284"
2020,MN,"Combined Heat and Power, Commercial Power",Other Biomass,"15,254"
2020,MN,"Combined Heat and Power, Commercial Power",Wind,"25,351"
2020,MN,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"28,916"
2020,MN,"Combined Heat and Power, Electric Power",Total,"1,083,559"
2020,MN,"Combined Heat and Power, Electric Power",Natural Gas,"892,010"
2020,MN,"Combined Heat and Power, Electric Power",Petroleum,665
2020,MN,"Combined Heat and Power, Electric Power",Other Biomass,"55,184"
2020,MN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"135,700"
2020,MN,"Electric Generators, Independent Power Producers",Total,"13,968,407"
2020,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"260,129"
2020,MN,"Electric Generators, Independent Power Producers",Natural Gas,"3,052,860"
2020,MN,"Electric Generators, Independent Power Producers",Other,"124,871"
2020,MN,"Electric Generators, Independent Power Producers",Petroleum,344
2020,MN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,614,458"
2020,MN,"Electric Generators, Independent Power Producers",Other Biomass,"123,250"
2020,MN,"Electric Generators, Independent Power Producers",Wind,"8,792,495"
2020,MN,"Electric Generators, Electric Utilities",Total,"40,271,149"
2020,MN,"Electric Generators, Electric Utilities",Coal,"13,915,160"
2020,MN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"673,606"
2020,MN,"Electric Generators, Electric Utilities",Natural Gas,"7,654,154"
2020,MN,"Electric Generators, Electric Utilities",Nuclear,"14,677,288"
2020,MN,"Electric Generators, Electric Utilities",Other,"140,456"
2020,MN,"Electric Generators, Electric Utilities",Petroleum,"24,364"
2020,MN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"19,182"
2020,MN,"Electric Generators, Electric Utilities",Other Biomass,"145,092"
2020,MN,"Electric Generators, Electric Utilities",Wind,"3,013,291"
2020,MN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"8,556"
2020,MO,Total Electric Power Industry,Total,"72,567,879"
2020,MO,Total Electric Power Industry,Coal,"51,755,690"
2020,MO,Total Electric Power Industry,Pumped Storage,"-22,113"
2020,MO,Total Electric Power Industry,Hydroelectric Conventional,"1,879,405"
2020,MO,Total Electric Power Industry,Natural Gas,"7,560,737"
2020,MO,Total Electric Power Industry,Nuclear,"7,742,120"
2020,MO,Total Electric Power Industry,Other,71
2020,MO,Total Electric Power Industry,Petroleum,"80,803"
2020,MO,Total Electric Power Industry,Solar Thermal and Photovoltaic,"100,745"
2020,MO,Total Electric Power Industry,Other Biomass,"83,144"
2020,MO,Total Electric Power Industry,Wind,"3,345,102"
2020,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,"42,176"
2020,MO,"Combined Heat and Power, Industrial Power",Total,"39,954"
2020,MO,"Combined Heat and Power, Industrial Power",Coal,0
2020,MO,"Combined Heat and Power, Industrial Power",Natural Gas,"37,437"
2020,MO,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,MO,"Combined Heat and Power, Industrial Power",Other Biomass,"2,517"
2020,MO,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2020,MO,"Combined Heat and Power, Commercial Power",Total,"173,687"
2020,MO,"Combined Heat and Power, Commercial Power",Coal,"4,430"
2020,MO,"Combined Heat and Power, Commercial Power",Natural Gas,"126,414"
2020,MO,"Combined Heat and Power, Commercial Power",Petroleum,55
2020,MO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,613
2020,MO,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"42,176"
2020,MO,"Combined Heat and Power, Electric Power",Total,"38,710"
2020,MO,"Combined Heat and Power, Electric Power",Coal,0
2020,MO,"Combined Heat and Power, Electric Power",Natural Gas,"38,710"
2020,MO,"Combined Heat and Power, Electric Power",Petroleum,0
2020,MO,"Electric Generators, Independent Power Producers",Total,"5,581,061"
2020,MO,"Electric Generators, Independent Power Producers",Natural Gas,"2,167,204"
2020,MO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"87,461"
2020,MO,"Electric Generators, Independent Power Producers",Other Biomass,"41,531"
2020,MO,"Electric Generators, Independent Power Producers",Wind,"3,284,865"
2020,MO,"Electric Generators, Electric Utilities",Total,"66,734,468"
2020,MO,"Electric Generators, Electric Utilities",Coal,"51,751,261"
2020,MO,"Electric Generators, Electric Utilities",Pumped Storage,"-22,113"
2020,MO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,879,405"
2020,MO,"Electric Generators, Electric Utilities",Natural Gas,"5,190,972"
2020,MO,"Electric Generators, Electric Utilities",Nuclear,"7,742,120"
2020,MO,"Electric Generators, Electric Utilities",Other,71
2020,MO,"Electric Generators, Electric Utilities",Petroleum,"80,748"
2020,MO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"12,671"
2020,MO,"Electric Generators, Electric Utilities",Other Biomass,"39,096"
2020,MO,"Electric Generators, Electric Utilities",Wind,"60,237"
2020,MO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2020,MS,Total Electric Power Industry,Total,"66,581,766"
2020,MS,Total Electric Power Industry,Coal,"4,593,525"
2020,MS,Total Electric Power Industry,Natural Gas,"53,661,580"
2020,MS,Total Electric Power Industry,Nuclear,"6,470,934"
2020,MS,Total Electric Power Industry,Other,0
2020,MS,Total Electric Power Industry,Petroleum,"8,395"
2020,MS,Total Electric Power Industry,Solar Thermal and Photovoltaic,"430,117"
2020,MS,Total Electric Power Industry,Other Biomass,"15,559"
2020,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,401,656"
2020,MS,"Combined Heat and Power, Industrial Power",Total,"1,974,146"
2020,MS,"Combined Heat and Power, Industrial Power",Coal,0
2020,MS,"Combined Heat and Power, Industrial Power",Natural Gas,"564,486"
2020,MS,"Combined Heat and Power, Industrial Power",Other,0
2020,MS,"Combined Heat and Power, Industrial Power",Petroleum,"3,491"
2020,MS,"Combined Heat and Power, Industrial Power",Other Biomass,"4,513"
2020,MS,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"1,401,656"
2020,MS,"Combined Heat and Power, Commercial Power",Total,0
2020,MS,"Combined Heat and Power, Commercial Power",Natural Gas,0
2020,MS,"Electric Generators, Independent Power Producers",Total,"2,767,113"
2020,MS,"Electric Generators, Independent Power Producers",Coal,"2,320,634"
2020,MS,"Electric Generators, Independent Power Producers",Natural Gas,"5,316"
2020,MS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"430,117"
2020,MS,"Electric Generators, Independent Power Producers",Other Biomass,"11,046"
2020,MS,"Electric Generators, Electric Utilities",Total,"61,840,507"
2020,MS,"Electric Generators, Electric Utilities",Coal,"2,272,890"
2020,MS,"Electric Generators, Electric Utilities",Natural Gas,"53,091,778"
2020,MS,"Electric Generators, Electric Utilities",Nuclear,"6,470,934"
2020,MS,"Electric Generators, Electric Utilities",Petroleum,"4,904"
2020,MT,Total Electric Power Industry,Total,"23,353,290"
2020,MT,Total Electric Power Industry,Coal,"8,490,284"
2020,MT,Total Electric Power Industry,Hydroelectric Conventional,"10,747,535"
2020,MT,Total Electric Power Industry,Natural Gas,"290,796"
2020,MT,Total Electric Power Industry,Other Gases,"11,679"
2020,MT,Total Electric Power Industry,Other,"231,202"
2020,MT,Total Electric Power Industry,Petroleum,"457,211"
2020,MT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"32,701"
2020,MT,Total Electric Power Industry,Other Biomass,"11,994"
2020,MT,Total Electric Power Industry,Wind,"3,058,580"
2020,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,"21,309"
2020,MT,"Combined Heat and Power, Industrial Power",Total,"36,057"
2020,MT,"Combined Heat and Power, Industrial Power",Coal,"11,270"
2020,MT,"Combined Heat and Power, Industrial Power",Natural Gas,"3,434"
2020,MT,"Combined Heat and Power, Industrial Power",Other Gases,44
2020,MT,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,MT,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"21,309"
2020,MT,"Combined Heat and Power, Electric Power",Total,"459,339"
2020,MT,"Combined Heat and Power, Electric Power",Other Gases,"11,635"
2020,MT,"Combined Heat and Power, Electric Power",Petroleum,"447,704"
2020,MT,"Electric Generators, Independent Power Producers",Total,"11,510,631"
2020,MT,"Electric Generators, Independent Power Producers",Coal,"8,247,033"
2020,MT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"156,931"
2020,MT,"Electric Generators, Independent Power Producers",Natural Gas,"59,524"
